,material_id,elasticity.K_VRH
2617,mp-15986,133
2618,mp-16271,38
2619,mp-1652,139
2620,mp-16726,42
2621,mp-16905,29
2622,mp-16960,206
2623,mp-1769,104
2624,mp-18468,219
2625,mp-18740,85
2626,mp-18817,69
2627,mp-19035,116
2628,mp-191,109
2629,mp-19282,144
2630,mp-19438,40
2631,mp-1958,39
2632,mp-19717,40
2633,mp-19824,78
2634,mp-19857,85
2635,mp-19895,88
2636,mp-19929,104
2637,mp-19968,48
2638,mp-20007,144
2639,mp-20067,65
2640,mp-2008,134
2641,mp-20146,133
2642,mp-20261,42
2643,mp-20268,150
2644,mp-20279,44
2645,mp-20325,145
2646,mp-2033,197
2647,mp-20354,80
2648,mp-20408,22
2649,mp-20418,220
2650,mp-20463,68
2651,mp-20474,70
2652,mp-20489,105
2653,mp-21017,76
2654,mp-21026,72
2655,mp-21075,236
2656,mp-21171,190
2657,mp-21235,187
2658,mp-2128,56
2659,mp-21413,47
2660,mp-21445,84
2661,mp-21476,244
2662,mp-2157,279
2663,mp-2172,70
2664,mp-2192,262
2665,mp-2201,47
2666,mp-22221,183
2667,mp-22426,132
2668,mp-2243,180
2669,mp-22478,145
2670,mp-22488,257
2671,mp-22566,47
2672,mp-22589,70
2673,mp-2271,124
2674,mp-22792,84
2675,mp-22817,12
2676,mp-2283,131
2677,mp-2285,84
2678,mp-2286,34
2679,mp-22917,7
2680,mp-22958,15
2681,mp-22979,163
2682,mp-23046,44
2683,mp-2331,295
2684,mp-23406,8
2685,mp-2354,119
2686,mp-239,33
2687,mp-2432,30
2688,mp-2451,72
2689,mp-24517,17
2690,mp-251,327
2691,mp-2572,26
2692,mp-2598,107
2693,mp-265,325
2694,mp-2672,32
2695,mp-2682,104
2696,mp-27164,138
2697,mp-2733,141
2698,mp-27335,41
2699,mp-27471,136
2700,mp-27519,5
2701,mp-27546,57
2702,mp-27632,8
2703,mp-27719,185
2704,mp-2781,114
2705,mp-28174,4
2706,mp-2852,416
2707,mp-28593,36
2708,mp-28610,12
2709,mp-28782,24
2710,mp-28895,88
2711,mp-29131,82
2712,mp-2932,156
2713,mp-29364,97
2714,mp-29476,51
2715,mp-29520,7
2716,mp-29641,21
2717,mp-29889,14
2718,mp-3000,236
2719,mp-30053,23
2720,mp-30244,51
2721,mp-30315,81
2722,mp-3038,32
2723,mp-30404,53
2724,mp-30469,41
2725,mp-30494,61
2726,mp-30528,34
2727,mp-30581,123
2728,mp-30661,131
2729,mp-30682,114
2730,mp-30725,64
2731,mp-30773,110
2732,mp-30805,56
2733,mp-3081,214
2734,mp-30811,234
2735,mp-30886,79
2736,mp-3098,182
2737,mp-3107,150
2738,mp-31147,44
2739,mp-31153,90
2740,mp-31235,23
2741,mp-31301,62
2742,mp-31503,43
2743,mp-32662,150
2744,mp-32777,162
2745,mp-33581,170
2746,mp-341,31
2747,mp-34857,17
2748,mp-35143,48
2749,mp-3587,149
2750,mp-36111,55
2751,mp-3702,198
2752,mp-3721,159
2753,mp-3759,164
2754,mp-38035,63
2755,mp-3822,60
2756,mp-38818,269
2757,mp-3944,149
2758,mp-4008,61
2759,mp-4076,141
2760,mp-4157,32
2761,mp-416,282
2762,mp-4180,96
2763,mp-4262,141
2764,mp-4276,106
2765,mp-429,146
2766,mp-4359,96
2767,mp-4405,16
2768,mp-4472,317
2769,mp-4474,74
2770,mp-4478,84
2771,mp-4636,135
2772,mp-4652,107
2773,mp-4699,130
2774,mp-4770,43
2775,mp-4798,166
2776,mp-4889,144
2777,mp-4893,138
2778,mp-4930,183
2779,mp-4992,209
2780,mp-505244,28
2781,mp-505319,8
2782,mp-505515,62
2783,mp-505517,185
2784,mp-505527,142
2785,mp-505554,172
2786,mp-5090,59
2787,mp-5342,61
2788,mp-5396,150
2789,mp-541449,14
2790,mp-542903,113
2791,mp-546973,144
2792,mp-549970,130
2793,mp-552265,88
2794,mp-552934,41
2795,mp-556264,36
2796,mp-556609,11
2797,mp-557057,206
2798,mp-558518,30
2799,mp-558674,99
2800,mp-558747,10
2801,mp-559939,51
2802,mp-56,8
2803,mp-561079,29
2804,mp-561428,44
2805,mp-5659,184
2806,mp-567456,44
2807,mp-567703,191
2808,mp-567925,318
2809,mp-568172,68
2810,mp-568177,52
2811,mp-568293,72
2812,mp-568424,67
2813,mp-569151,122
2814,mp-569548,16
2815,mp-569886,40
2816,mp-569989,228
2817,mp-570091,38
2818,mp-570223,11
2819,mp-570744,59
2820,mp-570775,32
2821,mp-570784,197
2822,mp-570896,54
2823,mp-570930,15
2824,mp-571,160
2825,mp-571053,119
2826,mp-571147,174
2827,mp-571163,163
2828,mp-571203,71
2829,mp-571339,57
2830,mp-574,222
2831,mp-5756,64
2832,mp-579,208
2833,mp-580357,146
2834,mp-5839,100
2835,mp-590,134
2836,mp-593,129
2837,mp-5962,33
2838,mp-5986,104
2839,mp-6094,85
2840,mp-631329,133
2841,mp-631354,255
2842,mp-638765,78
2843,mp-643945,186
2844,mp-644500,102
2845,mp-646507,142
2846,mp-6473,83
2847,mp-66,436
2848,mp-669692,196
2849,mp-672,53
2850,mp-672289,166
2851,mp-673245,38
2852,mp-675104,21
2853,mp-675734,128
2854,mp-6930,27
2855,mp-6938,173
2856,mp-695,168
2857,mp-6963,63
2858,mp-6972,132
2859,mp-6988,267
2860,mp-7070,173
2861,mp-7086,16
2862,mp-7142,384
2863,mp-7226,201
2864,mp-7250,213
2865,mp-7364,93
2866,mp-7434,36
2867,mp-7443,76
2868,mp-7472,28
2869,mp-7524,129
2870,mp-752467,101
2871,mp-753059,37
2872,mp-754434,214
2873,mp-754478,205
2874,mp-755264,237
2875,mp-755568,97
2876,mp-756297,136
2877,mp-758594,175
2878,mp-761415,164
2879,mp-7621,4
2880,mp-768342,148
2881,mp-7709,96
2882,mp-771359,160
2883,mp-775907,128
2884,mp-775910,188
2885,mp-776911,115
2886,mp-7771,46
2887,mp-777463,37
2888,mp-779689,8
2889,mp-7812,23
2890,mp-7824,30
2891,mp-7924,42
2892,mp-7929,32
2893,mp-7939,61
2894,mp-8041,15
2895,mp-8042,202
2896,mp-8085,57
2897,mp-8098,170
2898,mp-813,88
2899,mp-8182,116
2900,mp-8188,98
2901,mp-8191,20
2902,mp-8276,63
2903,mp-8401,64
2904,mp-850251,124
2905,mp-850275,11
2906,mp-850916,88
2907,mp-8583,88
2908,mp-861658,114
2909,mp-861873,221
2910,mp-861958,153
2911,mp-862365,138
2912,mp-862658,90
2913,mp-862682,100
2914,mp-862695,188
2915,mp-862790,245
2916,mp-862870,223
2917,mp-8634,280
2918,mp-864933,89
2919,mp-864985,224
2920,mp-865002,99
2921,mp-865039,155
2922,mp-865160,184
2923,mp-865185,76
2924,mp-865229,216
2925,mp-865373,54
2926,mp-865490,232
2927,mp-865502,99
2928,mp-865517,126
2929,mp-865585,239
2930,mp-865678,192
2931,mp-865960,338
2932,mp-866024,153
2933,mp-866114,244
2934,mp-866162,63
2935,mp-867127,79
2936,mp-867144,40
2937,mp-867193,35
2938,mp-867207,55
2939,mp-867212,378
2940,mp-867507,224
2941,mp-8676,42
2942,mp-867788,273
2943,mp-867840,210
2944,mp-867850,151
2945,mp-87,122
2946,mp-8724,28
2947,mp-8871,47
2948,mp-8911,46
2949,mp-8983,102
2950,mp-902,21
2951,mp-9295,29
2952,mp-9391,18
2953,mp-9460,130
2954,mp-9564,50
2955,mp-961652,143
2956,mp-961664,120
2957,mp-961670,125
2958,mp-961688,122
2959,mp-961693,112
2960,mp-971683,68
2961,mp-971706,153
2962,mp-9718,15
2963,mp-972119,23
2964,mp-972925,103
2965,mp-973156,106
2966,mp-973528,13
2967,mp-974430,371
2968,mp-974943,141
2969,mp-976181,13
2970,mp-976330,146
2971,mp-976976,139
2972,mp-977200,32
2973,mp-977550,191
2974,mp-977572,167
2975,mp-978261,129
2976,mp-978282,22
2977,mp-978285,46
2978,mp-981,65
2979,mp-981312,118
2980,mp-981935,17
2981,mp-984357,106
2982,mp-984628,164
2983,mp-989530,99
2984,mp-989535,111
2985,mp-989538,28
2986,mp-9947,213
2987,mp-996162,173
2988,mp-9970,89
2989,mp-998986,144
2990,mp-999076,185
2991,mp-999200,82
2992,mp-999201,73
2993,mp-999298,176
2994,mp-999395,173
2995,mp-999484,29
2996,mvc-14941,38
2997,mvc-15,46
2998,mvc-3489,167
2999,mvc-3556,147
3000,mp-1001916,197
3001,mp-1002206,241
3002,mp-1007657,202
3003,mp-1007761,281
3004,mp-1008278,216
3005,mp-1008702,49
3006,mp-1008866,59
3007,mp-1008881,131
3008,mp-1009218,246
3009,mp-1009264,154
3010,mp-1009832,225
3011,mp-1013547,40
3012,mp-1013555,57
3013,mp-10140,74
3014,mp-1014219,105
3015,mp-1014227,149
3016,mp-1014265,173
3017,mp-1014307,209
3018,mp-1016831,176
3019,mp-1016872,174
3020,mp-1016884,157
3021,mp-1016932,76
3022,mp-1018029,141
3023,mp-1018133,85
3024,mp-1018164,209
3025,mp-1018734,225
3026,mp-1019541,83
3027,mp-1019550,191
3028,mp-1022728,110
3029,mp-1025045,121
3030,mp-1025177,37
3031,mp-1025201,24
3032,mp-1025223,123
3033,mp-1025799,27
3034,mp-1029251,105
3035,mp-1029408,119
3036,mp-1029610,79
3037,mp-1029660,87
3038,mp-103,108
3039,mp-1038961,16
3040,mp-1057,130
3041,mp-10675,163
3042,mp-10677,74
3043,mp-1070,44
3044,mp-10760,59
3045,mp-11022,123
3046,mp-11038,105
3047,mp-11227,92
3048,mp-11230,55
3049,mp-11270,163
3050,mp-11286,35
3051,mp-11358,147
3052,mp-11359,78
3053,mp-11470,83
3054,mp-11567,81
3055,mp-11573,207
3056,mp-11694,15
3057,mp-11958,60
3058,mp-12070,102
3059,mp-12109,251
3060,mp-1215,184
3061,mp-12403,11
3062,mp-126,247
3063,mp-12699,51
3064,mp-12712,145
3065,mp-12742,130
3066,mp-12743,27
3067,mp-13136,365
3068,mp-13150,103
3069,mp-13175,221
3070,mp-13178,205
3071,mp-1346,227
3072,mp-13545,44
3073,mp-1367,53
3074,mp-137,53
3075,mp-1373,172
3076,mp-139,11
3077,mp-13914,152
3078,mp-13920,44
3079,mp-13947,22
3080,mp-13967,179
3081,mp-14090,47
3082,mp-14112,42
3083,mp-14208,62
3084,mp-14209,55
3085,mp-14628,144
3086,mp-1473,270
3087,mp-14790,23
3088,mp-1482,108
3089,mp-14827,82
3090,mp-1491,286
3091,mp-1501,199
3092,mp-15113,100
3093,mp-1542,164
3094,mp-1569,201
3095,mp-1589,197
3096,mp-1594,177
3097,mp-15955,172
3098,mp-160,211
3099,mp-16236,27
3100,mp-16238,47
3101,mp-16245,53
3102,mp-16293,112
3103,mp-16337,24
3104,mp-16356,157
3105,mp-1649,180
3106,mp-16613,172
3107,mp-16718,107
3108,mp-16860,60
3109,mp-1695,120
3110,mp-17524,15
3111,mp-1823,115
3112,mp-1848,124
3113,mp-1880,15
3114,mp-18803,52
3115,mp-18928,116
3116,mp-18963,50
3117,mp-19004,124
3118,mp-19033,56
3119,mp-19080,77
3120,mp-19094,233
3121,mp-19142,96
3122,mp-19146,33
3123,mp-19378,140
3124,mp-19390,228
3125,mp-19399,203
3126,mp-19414,38
3127,mp-19443,197
3128,mp-19784,228
3129,mp-20059,99
3130,mp-203,101
3131,mp-20304,209
3132,mp-2049,192
3133,mp-20662,59
3134,mp-2068,54
3135,mp-20685,211
3136,mp-20832,24
3137,mp-20865,68
3138,mp-2091,256
3139,mp-20930,121
3140,mp-21035,97
3141,mp-21069,130
3142,mp-2116,180
3143,mp-21199,83
3144,mp-213,58
3145,mp-21313,208
3146,mp-21400,131
3147,mp-21447,197
3148,mp-21609,68
3149,mp-21851,162
3150,mp-2199,212
3151,mp-22052,66
3152,mp-22144,177
3153,mp-22304,23
3154,mp-22323,151
3155,mp-22389,89
3156,mp-22390,166
3157,mp-22412,41
3158,mp-22414,31
3159,mp-22461,119
3160,mp-22514,95
3161,mp-22700,80
3162,mp-22704,56
3163,mp-22712,95
3164,mp-22888,21
3165,mp-22889,7
3166,mp-22924,29
3167,mp-2294,151
3168,mp-23037,21
3169,mp-23353,14
3170,mp-2348,119
3171,mp-2388,54
3172,mp-2410,59
3173,mp-24287,238
3174,mp-2480,158
3175,mp-2513,137
3176,mp-2540,254
3177,mp-2553,128
3178,mp-2592,207
3179,mp-2597,84
3180,mp-2667,10
3181,mp-27198,24
3182,mp-27315,50
3183,mp-27579,46
3184,mp-27636,7
3185,mp-27677,47
3186,mp-2772,113
3187,mp-27768,339
3188,mp-27882,8
3189,mp-28282,17
3190,mp-28339,95
3191,mp-28376,28
3192,mp-29025,27
3193,mp-29151,37
3194,mp-29209,32
3195,mp-29529,36
3196,mp-2961,72
3197,mp-29633,121
3198,mp-29826,73
3199,mp-29873,21
3200,mp-30,145
3201,mp-30040,33
3202,mp-30209,16
3203,mp-30227,10
3204,mp-30247,46
3205,mp-30365,148
3206,mp-30371,73
3207,mp-30395,100
3208,mp-30403,58
3209,mp-30441,140
3210,mp-30530,53
3211,mp-30683,100
3212,mp-30764,136
3213,mp-30784,67
3214,mp-30858,228
3215,mp-30883,125
3216,mp-31011,106
3217,mp-31138,151
3218,mp-31212,47
3219,mp-313,113
3220,mp-31324,24
3221,mp-31456,147
3222,mp-31460,156
3223,mp-31516,23
3224,mp-3158,81
3225,mp-3201,67
3226,mp-32548,138
3227,mp-3307,46
3228,mp-3372,25
3229,mp-33880,33
3230,mp-3534,23
3231,mp-3539,192
3232,mp-35417,99
3233,mp-3595,66
3234,mp-36508,3
3235,mp-36800,244
3236,mp-37614,203
3237,mp-3779,13
3238,mp-3833,64
3239,mp-38970,22
3240,mp-3934,79
3241,mp-395,103
3242,mp-3953,76
3243,mp-4026,49
3244,mp-4081,31
3245,mp-4091,273
3246,mp-4117,79
3247,mp-4233,30
3248,mp-4248,167
3249,mp-4391,200
3250,mp-4481,90
3251,mp-4653,175
3252,mp-4661,141
3253,mp-4666,75
3254,mp-4673,155
3255,mp-4756,40
3256,mp-4864,40
3257,mp-4997,119
3258,mp-5042,87
3259,mp-504708,15
3260,mp-505297,168
3261,mp-510430,23
3262,mp-5157,101
3263,mp-5259,42
3264,mp-5339,18
3265,mp-541837,12
3266,mp-55,48
3267,mp-551,42
3268,mp-554678,116
3269,mp-554973,67
3270,mp-555434,93
3271,mp-555464,35
3272,mp-556034,4
3273,mp-558059,62
3274,mp-558137,67
3275,mp-559044,47
3276,mp-559092,91
3277,mp-560671,52
3278,mp-561412,75
3279,mp-562,104
3280,mp-5639,186
3281,mp-565,108
3282,mp-567462,178
3283,mp-567504,16
3284,mp-567505,214
3285,mp-567540,49
3286,mp-567907,145
3287,mp-567982,103
3288,mp-568286,118
3289,mp-568516,32
3290,mp-568991,192
3291,mp-568992,187
3292,mp-569125,42
3293,mp-569128,156
3294,mp-569167,280
3295,mp-569833,107
3296,mp-570097,42
3297,mp-570150,56
3298,mp-570198,48
3299,mp-570698,180
3300,mp-570935,15
3301,mp-571342,107
3302,mp-600125,123
3303,mp-602,16
3304,mp-621131,123
3305,mp-625150,78
3306,mp-625487,46
3307,mp-625998,48
3308,mp-626680,44
3309,mp-631383,151
3310,mp-634381,111
3311,mp-6353,167
3312,mp-637575,250
3313,mp-640708,125
3314,mp-644278,95
3315,mp-6560,12
3316,mp-6628,30
3317,mp-669347,75
3318,mp-672259,225
3319,mp-675902,62
3320,mp-676058,70
3321,mp-676518,10
3322,mp-6766,102
3323,mp-684679,119
3324,mp-6879,79
3325,mp-690542,58
3326,mp-690785,23
3327,mp-6926,112
3328,mp-697126,78
3329,mp-6973,14
3330,mp-714885,163
3331,mp-718,146
3332,mp-7365,94
3333,mp-7376,36
3334,mp-7430,39
3335,mp-7463,123
3336,mp-752463,178
3337,mp-752685,97
3338,mp-752881,41
3339,mp-753495,166
3340,mp-753848,84
3341,mp-754010,92
3342,mp-754322,106
3343,mp-754701,135
3344,mp-754978,73
3345,mp-755263,29
3346,mp-755453,130
3347,mp-7557,162
3348,mp-755769,159
3349,mp-759877,53
3350,mp-761556,173
3351,mp-761574,152
3352,mp-761716,152
3353,mp-762391,95
3354,mp-763353,124
3355,mp-7655,49
3356,mp-767409,28
3357,mp-770618,156
3358,mp-775127,94
3359,mp-776475,216
3360,mp-781625,168
3361,mp-7829,209
3362,mp-7849,24
3363,mp-7876,43
3364,mp-7915,182
3365,mp-7922,17
3366,mp-81,137
3367,mp-810,114
3368,mp-8298,67
3369,mp-8300,37
3370,mp-8372,60
3371,mp-8397,167
3372,mp-8431,148
3373,mp-8432,74
3374,mp-8462,115
3375,mp-861637,158
3376,mp-861935,145
3377,mp-8621,28
3378,mp-862371,147
3379,mp-862376,112
3380,mp-862553,111
3381,mp-862601,60
3382,mp-862632,29
3383,mp-862664,82
3384,mp-862694,208
3385,mp-862699,235
3386,mp-862704,125
3387,mp-862723,210
3388,mp-862775,154
3389,mp-8642,363
3390,mp-864614,72
3391,mp-864764,249
3392,mp-864765,45
3393,mp-864788,208
3394,mp-864919,163
3395,mp-864989,259
3396,mp-865043,109
3397,mp-865050,156
3398,mp-865131,202
3399,mp-865145,27
3400,mp-865165,130
3401,mp-865504,84
3402,mp-865600,111
3403,mp-865602,55
3404,mp-865615,202
3405,mp-865653,254
3406,mp-865680,279
3407,mp-865717,236
3408,mp-865793,85
3409,mp-865803,193
3410,mp-865876,227
3411,mp-865921,189
3412,mp-865936,82
3413,mp-865966,238
3414,mp-865986,38
3415,mp-866022,192
3416,mp-866046,108
3417,mp-866069,128
3418,mp-866173,108
3419,mp-866194,30
3420,mp-866213,248
3421,mp-866314,126
3422,mp-867149,45
3423,mp-867280,240
3424,mp-867748,171
3425,mp-867756,100
3426,mp-867810,78
3427,mp-867822,50
3428,mp-867846,263
3429,mp-867849,69
3430,mp-8789,53
3431,mp-8818,80
3432,mp-893,141
3433,mp-8973,185
3434,mp-9125,105
3435,mp-915,57
3436,mp-9225,149
3437,mp-9247,57
3438,mp-9306,66
3439,mp-934,31
3440,mp-9437,166
3441,mp-9463,98
3442,mp-9517,121
3443,mp-952,272
3444,mp-9578,35
3445,mp-961716,137
3446,mp-962065,29
3447,mp-971631,75
3448,mp-971661,79
3449,mp-971712,47
3450,mp-9719,40
3451,mp-972220,234
3452,mp-972396,167
3453,mp-972882,76
3454,mp-973092,106
3455,mp-973935,210
3456,mp-973979,117
3457,mp-975322,518
3458,mp-975383,3
3459,mp-975425,53
3460,mp-976017,26
3461,mp-976082,220
3462,mp-976261,7
3463,mp-976446,140
3464,mp-976870,107
3465,mp-977012,16
3466,mp-977138,193
3467,mp-977362,194
3468,mp-977418,80
3469,mp-977430,228
3470,mp-977586,43
3471,mp-978273,40
3472,mp-978280,43
3473,mp-978294,37
3474,mp-983459,101
3475,mp-983509,12
3476,mp-984744,14
3477,mp-985805,94
3478,mp-9872,11
3479,mp-988,234
3480,mp-9888,84
3481,mp-989585,115
3482,mp-989608,21
3483,mp-9926,38
3484,mp-9935,36
3485,mp-996990,82
3486,mp-998307,27
3487,mp-998344,26
3488,mp-998964,204
3489,mp-999054,125
3490,mp-999079,107
3491,mp-999204,94
3492,mvc-13133,31
3493,mvc-14201,129
3494,mvc-14629,92
3495,mvc-15694,30
3496,mvc-15835,101
3497,mvc-3672,125
3498,mvc-3988,96
3499,mvc-5096,50
3500,mp-1001786,43
3501,mp-1002222,186
3502,mp-10026,63
3503,mp-10044,128
3504,mp-10076,160
3505,mp-1008279,269
3506,mp-1008527,324
3507,mp-1008554,126
3508,mp-1008568,105
3509,mp-1008903,76
3510,mp-1009217,64
3511,mp-1009657,91
3512,mp-1009818,404
3513,mp-1013642,29
3514,mp-1013708,21
3515,mp-1014251,185
3516,mp-1014261,188
3517,mp-1014993,207
3518,mp-1016871,143
3519,mp-1017509,85
3520,mp-1017549,114
3521,mp-10180,66
3522,mp-1018060,173
3523,mp-1018083,40
3524,mp-1018107,14
3525,mp-1018140,149
3526,mp-10182,65
3527,mp-1018656,33
3528,mp-1018804,115
3529,mp-1019551,74
3530,mp-10196,272
3531,mp-10200,138
3532,mp-1023125,100
3533,mp-1025293,131
3534,mp-1025321,28
3535,mp-1025448,108
3536,mp-1025550,159
3537,mp-1027,219
3538,mp-1029359,171
3539,mp-1029784,26
3540,mp-1029834,157
3541,mp-10343,138
3542,mp-10379,143
3543,mp-10527,84
3544,mp-10597,88
3545,mp-10632,55
3546,mp-10670,47
3547,mp-1069,132
3548,mp-10695,68
3549,mp-10759,58
3550,mp-10762,54
3551,mp-1084,233
3552,mp-10849,94
3553,mp-10896,101
3554,mp-10904,184
3555,mp-10908,220
3556,mp-11228,60
3557,mp-1123,50
3558,mp-11251,49
3559,mp-11252,124
3560,mp-11288,30
3561,mp-1132,126
3562,mp-11385,105
3563,mp-11390,30
3564,mp-11455,185
3565,mp-11460,192
3566,mp-11486,110
3567,mp-11504,88
3568,mp-11644,16
3569,mp-11819,29
3570,mp-11917,185
3571,mp-12071,126
3572,mp-12277,61
3573,mp-12521,89
3574,mp-12581,29
3575,mp-12608,245
3576,mp-12623,53
3577,mp-1279,307
3578,mp-128,51
3579,mp-12855,44
3580,mp-129,262
3581,mp-12910,27
3582,mp-13082,211
3583,mp-13108,165
3584,mp-13138,106
3585,mp-13154,198
3586,mp-13156,117
3587,mp-13171,60
3588,mp-13314,34
3589,mp-13463,210
3590,mp-1356,84
3591,mp-13583,122
3592,mp-13829,43
3593,mp-14039,54
3594,mp-1404,90
3595,mp-1416,31
3596,mp-14549,178
3597,mp-14791,48
3598,mp-15053,154
3599,mp-1526,104
3600,mp-15297,126
3601,mp-1539,93
3602,mp-16336,165
3603,mp-16496,211
3604,mp-16735,163
3605,mp-16828,63
3606,mp-1699,186
3607,mp-1811,65
3608,mp-1819,97
3609,mp-1841,299
3610,mp-18721,112
3611,mp-1873,98
3612,mp-18750,158
3613,mp-18906,102
3614,mp-18939,48
3615,mp-18946,182
3616,mp-19019,147
3617,mp-19198,73
3618,mp-1934,42
3619,mp-19376,145
3620,mp-19418,95
3621,mp-19421,141
3622,mp-19728,124
3623,mp-19747,55
3624,mp-19789,306
3625,mp-19817,77
3626,mp-19880,94
3627,mp-1994,251
3628,mp-19940,140
3629,mp-2,160
3630,mp-20145,185
3631,mp-20158,282
3632,mp-20180,242
3633,mp-20237,161
3634,mp-2030,131
3635,mp-20557,112
3636,mp-20567,131
3637,mp-20612,41
3638,mp-20711,177
3639,mp-20740,25
3640,mp-20793,19
3641,mp-2083,110
3642,mp-20868,259
3643,mp-20937,320
3644,mp-21078,169
3645,mp-21124,53
3646,mp-21164,68
3647,mp-2118,270
3648,mp-21321,77
3649,mp-21336,264
3650,mp-21469,175
3651,mp-21894,69
3652,mp-2194,16
3653,mp-22152,50
3654,mp-22255,24
3655,mp-22260,110
3656,mp-226,146
3657,mp-22633,40
3658,mp-22682,95
3659,mp-22864,82
3660,mp-22875,28
3661,mp-22898,10
3662,mp-22937,23
3663,mp-22992,21
3664,mp-23089,83
3665,mp-23121,66
3666,mp-23188,41
3667,mp-23259,21
3668,mp-23295,15
3669,mp-23297,7
3670,mp-23533,13
3671,mp-23562,20
3672,mp-23709,14
3673,mp-23736,40
3674,mp-24082,202
3675,mp-2450,38
3676,mp-24722,217
3677,mp-2474,62
3678,mp-2512,151
3679,mp-2534,61
3680,mp-2574,169
3681,mp-2643,132
3682,mp-2676,168
3683,mp-2677,155
3684,mp-2695,129
3685,mp-27176,26
3686,mp-2723,270
3687,mp-27421,12
3688,mp-27660,41
3689,mp-27726,5
3690,mp-27831,9
3691,mp-27865,31
3692,mp-27953,300
3693,mp-28006,77
3694,mp-282,109
3695,mp-28232,162
3696,mp-28273,28
3697,mp-2845,124
3698,mp-2850,311
3699,mp-28549,81
3700,mp-28614,155
3701,mp-28897,236
3702,mp-2894,90
3703,mp-28995,90
3704,mp-29658,151
3705,mp-29674,230
3706,mp-2987,29
3707,mp-30180,111
3708,mp-30338,49
3709,mp-30355,28
3710,mp-30418,114
3711,mp-30423,126
3712,mp-30438,183
3713,mp-30490,40
3714,mp-3050,171
3715,mp-30572,119
3716,mp-30738,243
3717,mp-30758,31
3718,mp-30846,102
3719,mp-30847,137
3720,mp-31059,42
3721,mp-31144,54
3722,mp-31209,64
3723,mp-31339,118
3724,mp-31454,175
3725,mp-3159,33
3726,mp-32780,6
3727,mp-32887,15
3728,mp-3315,166
3729,mp-3363,102
3730,mp-3378,157
3731,mp-3432,104
3732,mp-3464,237
3733,mp-350,67
3734,mp-3527,50
3735,mp-3614,188
3736,mp-3618,120
3737,mp-3650,40
3738,mp-3668,65
3739,mp-3700,78
3740,mp-37514,110
3741,mp-384,58
3742,mp-38605,18
3743,mp-39681,103
3744,mp-40204,42
3745,mp-4138,24
3746,mp-4243,161
3747,mp-446,242
3748,mp-4662,104
3749,mp-487,138
3750,mp-4883,90
3751,mp-4938,223
3752,mp-4961,30
3753,mp-5048,27
3754,mp-504935,38
3755,mp-505599,127
3756,mp-505825,33
3757,mp-510347,32
3758,mp-510589,112
3759,mp-5285,59
3760,mp-5373,186
3761,mp-5388,44
3762,mp-541753,12
3763,mp-549158,122
3764,mp-550,91
3765,mp-550172,172
3766,mp-550433,165
3767,mp-5513,25
3768,mp-551886,26
3769,mp-552098,78
3770,mp-554144,41
3771,mp-554822,40
3772,mp-555763,69
3773,mp-556094,36
3774,mp-556742,17
3775,mp-557,30
3776,mp-559,126
3777,mp-559264,38
3778,mp-559598,86
3779,mp-559691,102
3780,mp-560553,4
3781,mp-561033,46
3782,mp-561067,49
3783,mp-5652,139
3784,mp-567597,47
3785,mp-567841,92
3786,mp-567871,185
3787,mp-568384,174
3788,mp-568398,47
3789,mp-568536,21
3790,mp-568544,35
3791,mp-568718,106
3792,mp-569066,6
3793,mp-569103,40
3794,mp-569149,6
3795,mp-569331,62
3796,mp-569366,136
3797,mp-569376,260
3798,mp-569522,137
3799,mp-569775,100
3800,mp-570081,9
3801,mp-570112,309
3802,mp-570197,55
3803,mp-570845,132
3804,mp-570998,34
3805,mp-578,71
3806,mp-581786,108
3807,mp-5862,94
3808,mp-5869,113
3809,mp-5910,52
3810,mp-5918,167
3811,mp-5921,192
3812,mp-600428,75
3813,mp-603719,235
3814,mp-607371,298
3815,mp-6270,84
3816,mp-631305,53
3817,mp-631412,198
3818,mp-631420,178
3819,mp-643002,78
3820,mp-644136,47
3821,mp-644389,46
3822,mp-644481,174
3823,mp-644751,303
3824,mp-647,180
3825,mp-6606,171
3826,mp-6633,18
3827,mp-672254,57
3828,mp-672340,102
3829,mp-673174,213
3830,mp-675880,46
3831,mp-684031,79
3832,mp-6931,59
3833,mp-6969,120
3834,mp-7188,191
3835,mp-7192,73
3836,mp-7232,20
3837,mp-731,43
3838,mp-7349,87
3839,mp-7352,94
3840,mp-738,71
3841,mp-7473,104
3842,mp-75,174
3843,mp-752496,155
3844,mp-753304,7
3845,mp-753629,153
3846,mp-753890,197
3847,mp-754086,26
3848,mp-754363,110
3849,mp-754629,103
3850,mp-754671,115
3851,mp-756088,150
3852,mp-756095,47
3853,mp-756597,95
3854,mp-756638,214
3855,mp-763051,95
3856,mp-764744,21
3857,mp-7667,12
3858,mp-769096,119
3859,mp-771199,147
3860,mp-7748,133
3861,mp-774922,6
3862,mp-775808,115
3863,mp-7761,65
3864,mp-776952,47
3865,mp-777479,42
3866,mp-784631,228
3867,mp-7903,21
3868,mp-7942,52
3869,mp-7955,28
3870,mp-7956,14
3871,mp-8,365
3872,mp-8001,142
3873,mp-8102,315
3874,mp-820,41
3875,mp-825,252
3876,mp-8256,35
3877,mp-8290,45
3878,mp-8299,50
3879,mp-8370,141
3880,mp-8402,65
3881,mp-8414,14
3882,mp-8484,144
3883,mp-849388,170
3884,mp-849459,95
3885,mp-861656,190
