material_id,MagpieData avg_dev Number,MagpieData mode Number,MagpieData minimum MendeleevNumber,MagpieData maximum MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData mode MendeleevNumber,MagpieData mean AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData minimum Column,MagpieData mean CovalentRadius,MagpieData avg_dev CovalentRadius,MagpieData minimum Electronegativity,MagpieData mean Electronegativity,MagpieData mode Electronegativity,MagpieData mean NpValence,MagpieData mean NdValence,MagpieData mean NValence,MagpieData avg_dev NpUnfilled,MagpieData mean NdUnfilled,MagpieData minimum NUnfilled,MagpieData mean NUnfilled,MagpieData mode NUnfilled,MagpieData maximum GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData avg_dev GSbandgap,avg ionic char,elasticity.K_VRH predicted
mp-999274,12.25,1.0,2.0,92.0,47.5,44.5,92.0,27.61836232,14.01,370.87,356.86,177.83749999999998,163.8275,14.01,1.0,112.0,81.0,0.82,1.5375,2.2,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,90.7225,33.298958333325,28.711770833337496,6.615,3.9265,0.08901838870333525,23.965850649350656
mp-5692,22.560000000000002,8.0,29.0,87.0,69.8,20.64,87.0,61.96581,54.8,2237.0,2182.2,806.08,901.5360000000001,54.8,3.0,106.8,48.96,1.21,2.762,3.44,2.4,1.6,7.6,0.9600000000000002,0.4,2.0,2.8,2.0,31.7366666667,14.53833333334,6.8793333333439985,9.105,0.0,0.13551199583747103,157.97093399933377
mp-1016900,20.8,8.0,7.0,87.0,65.0,26.4,87.0,55.66124,54.8,3306.0,3251.2,917.0799999999999,1034.736,54.8,2.0,103.6,45.12,1.0,2.7039999999999997,3.44,2.4,1.2,8.4,0.9600000000000002,0.8,0.0,2.0,2.0,37.77,15.834999999999999,8.774,9.105,0.0,0.14330183861582174,155.68018095238094
mp-545344,20.074074074074076,8.0,19.0,94.0,80.88888888888889,13.753086419753089,87.0,57.210222222222214,54.8,1294.0,1239.2,353.87999999999994,372.81777777777774,54.8,3.0,101.0,38.888888888888886,1.14,2.8555555555555556,3.44,3.6666666666666665,2.2222222222222223,8.333333333333334,0.5185185185185185,0.0,1.0,2.7777777777777777,2.0,34.81,19.373240740733333,11.409156378592591,9.105,0.5068148148148147,0.1101507012108194,79.1441761904762
mp-972828,5.625,29.0,64.0,78.0,67.5,5.25,64.0,54.680875,1357.77,1687.0,329.23,1440.0774999999999,123.46124999999995,1357.77,11.0,126.75,7.875,1.9,1.9,1.9,0.5,7.5,9.25,1.5,0.0,1.0,1.75,1.0,20.44,13.412500000000001,3.513750000000001,11.07,0.289875,0.0,136.75594285714274
mp-636599,7.5,44.0,55.0,80.0,61.75,9.125,56.0,94.17375,505.08,2607.0,2101.92,1882.52,724.48,2607.0,8.0,140.75,5.25,1.83,2.0475000000000003,2.2,0.5,7.5,9.5,1.5,2.5,4.0,4.0,4.0,33.285,17.75875,7.763124999999999,13.51,0.0,0.006256351123264024,200.60111904761902
mp-552265,31.839999999999996,8.0,86.0,89.0,87.0,0.8,86.0,105.78392,54.8,544.4,489.59999999999997,338.47999999999996,226.94400000000002,54.8,15.0,109.6,34.88,2.02,2.694,2.02,3.6,6.0,17.2,0.48,0.0,2.0,2.4,2.0,32.95,22.006,10.320800000000002,9.105,0.25568,0.08314949208641324,46.456538095238066
mp-21374,1.63265306122449,52.0,70.0,90.0,82.85714285714286,8.16326530612245,90.0,121.77814285714285,429.75,722.66,292.90999999999997,620.6228571428571,116.6138775510204,722.66,12.0,140.0,2.2857142857142856,1.69,1.95,2.1,2.5714285714285716,10.0,14.571428571428571,1.3877551020408165,0.0,0.0,2.5714285714285716,2.0,34.7633333333,29.581190476171425,5.922448979575508,34.7633333333,0.227265306122449,0.007568641894218604,27.999461904761908
mp-753298,20.5,8.0,12.0,87.0,50.75,36.25,87.0,65.453075,54.8,1799.0,1744.2,778.15,723.35,54.8,3.0,131.25,65.25,1.13,2.3075,3.44,2.0,0.25,5.0,1.0,2.25,2.0,6.0,2.0,35.675,21.5625,12.4575,9.105,0.0,0.1807396485516629,113.18928160173162
mp-8224,9.75,9.0,7.0,93.0,80.625,18.5625,93.0,34.097302400000004,53.5,1115.0,1061.5,242.635,283.7025,53.5,2.0,82.125,37.6875,1.0,3.355,3.98,4.0,1.25,7.25,0.6875,0.0,0.0,1.25,1.0,37.77,16.1625,9.682500000000001,9.7075,0.73875,0.14673189627732786,43.41931904761908
mp-8962,20.734693877551024,9.0,4.0,93.0,64.42857142857143,34.53061224489796,93.0,63.931316114285714,53.5,312.46,258.96,153.32,114.08,53.5,1.0,114.28571428571429,65.46938775510203,0.82,2.794285714285714,3.98,2.857142857142857,1.4285714285714286,8.0,0.489795918367347,0.0,0.0,0.8571428571428571,1.0,90.7225,35.07322660098571,31.799584799436733,9.7075,0.9648979591836735,0.21281226294826247,28.99628095238097
mp-1018031,14.0,8.0,3.0,87.0,63.0,30.0,87.0,46.478775,54.8,429.75,374.95,218.97,164.17000000000002,54.8,1.0,119.25,53.25,0.82,2.37,3.44,2.25,2.5,6.5,1.375,0.0,1.0,2.5,2.0,73.1066666667,28.894166666674998,22.106250000012494,9.105,0.0,0.17762476224080148,67.87346190476185
mp-2666,12.0,51.0,49.0,85.0,73.0,16.0,85.0,98.50536666666666,903.78,2180.0,1276.22,1329.1866666666667,567.208888888889,903.78,6.0,139.0,0.0,1.66,1.92,2.05,2.0,8.333333333333334,12.0,1.3333333333333333,1.6666666666666667,3.0,4.0,3.0,31.56,24.77,9.053333333333333,31.56,0.0,0.008291361473661643,76.06762380952381
mp-30655,1.4693877551020407,31.0,61.0,74.0,68.42857142857143,6.36734693877551,74.0,64.99602857142857,302.91,1728.0,1425.09,913.6628571428572,698.0032653061226,302.91,10.0,122.85714285714286,0.9795918367346944,1.81,1.8528571428571428,1.81,0.5714285714285714,9.142857142857142,11.714285714285714,2.4489795918367347,0.8571428571428571,2.0,3.7142857142857144,5.0,18.8575,15.19857142857143,4.181632653061225,18.8575,0.0,0.0006114802291934486,126.50000586080589
mp-978557,8.0,80.0,23.0,71.0,49.0,22.0,71.0,178.51,234.32,1685.0,1450.68,874.66,640.3399999999999,234.32,3.0,163.5,31.5,1.17,1.5975,2.0,0.0,5.0,18.0,0.0,0.0,0.0,3.0,0.0,33.23,28.736293103450002,3.498706896549998,25.2375862069,0.0,0.03745253337383848,57.86736666666666
mp-867927,32.0,77.0,1.0,60.0,41.75,20.375,60.0,110.579125,453.69,2739.0,2285.31,2028.6725000000001,787.4912499999999,2739.0,1.0,140.75,6.375,0.98,1.7525,2.2,0.0,4.25,13.0,0.0,3.25,1.0,3.5,3.0,16.5933333333,14.505833333325,1.0437499999874995,14.21,0.0,0.054855933808029576,218.91731904761912
mp-13535,17.44,28.0,29.0,69.0,49.8,16.64,29.0,100.1235,692.68,1728.0,1035.3200000000002,1481.336,315.4624,1629.0,3.0,151.6,33.92,1.21,1.578,1.21,0.0,5.2,10.8,0.0,0.8,0.0,2.8,2.0,31.7366666667,19.61466666668,9.697600000016,10.32,0.0,0.031372204886337005,84.57684523809522
mvc-13303,8.0,7.0,46.0,82.0,64.0,18.0,46.0,32.4741,63.05,2183.0,2119.95,1123.025,1059.975,63.05,5.0,112.0,41.0,1.63,2.335,1.63,1.5,1.5,5.0,1.5,3.5,3.0,5.0,3.0,14.76875,13.889375000000001,0.8793750000000005,13.01,3.2185,0.09791555620582759,279.5194640692643
mp-864969,16.75,12.0,59.0,68.0,64.25,3.75,68.0,64.483875,923.0,2237.0,1314.0,1477.7625,554.7625,923.0,2.0,140.75,0.875,1.31,1.775,1.31,0.0,4.5,5.75,0.0,0.5,0.0,0.75,0.0,22.89,18.4575,4.4325,22.89,0.0,0.048757128124492226,102.90961904761903
mp-675120,14.0,52.0,64.0,90.0,79.33333333333333,10.666666666666666,90.0,89.66291666666666,722.66,1687.0,964.34,1095.0866666666668,372.42666666666673,722.66,11.0,131.5,6.833333333333333,1.9,2.0,2.1,2.3333333333333335,8.333333333333334,12.333333333333334,1.111111111111111,0.0,1.0,2.0,2.0,34.7633333333,24.478333333316666,10.284999999983333,34.7633333333,0.2405555555555556,0.002487541562708001,47.507542857142845
mp-571655,0.3200000000000001,5.0,72.0,77.0,73.0,1.6,72.0,11.05094,2348.0,3823.0,1475.0,2643.0,472.0,2348.0,13.0,82.4,2.5599999999999965,2.04,2.1420000000000003,2.04,1.2,0.0,3.2,0.3200000000000001,0.0,4.0,4.8,5.0,7.1725,6.866,0.4904000000000005,7.1725,0.9510400000000002,0.010072954082615963,225.11730659983292
mp-2462,8.333333333333334,29.0,17.0,64.0,56.166666666666664,13.055555555555557,64.0,76.43960833333334,1204.0,1357.77,153.76999999999998,1332.1416666666667,42.71388888888888,1357.77,3.0,143.83333333333334,19.72222222222223,1.13,1.7716666666666665,1.9,0.0,8.333333333333334,10.0,0.0,0.0,1.0,2.6666666666666665,1.0,35.675,15.170833333333334,6.834722222222222,11.07,0.0,0.01913373753196751,95.44795833333333
mp-605663,9.166666666666666,46.0,62.0,73.0,63.833333333333336,3.055555555555557,62.0,93.18025643333334,933.47,1828.05,894.5799999999999,1678.9533333333331,248.49444444444453,1828.05,10.0,136.0,5.0,1.61,2.1016666666666666,2.2,0.16666666666666666,8.333333333333334,8.833333333333334,1.388888888888889,0.0,0.0,0.8333333333333334,0.0,16.48,14.755,0.5750000000000005,14.41,0.0,0.011575808473302683,162.59009523809527
mp-865465,2.375,27.0,46.0,79.0,60.25,9.375,58.0,60.36197249999999,1211.4,2183.0,971.5999999999999,1732.6,260.6,1768.0,5.0,131.25,10.875,1.63,1.8499999999999999,1.88,0.5,6.75,9.25,1.5,3.25,3.0,4.25,3.0,23.005,14.126249999999999,4.439375,10.245,0.143625,0.004680966637529156,193.33664285714278
mp-864610,23.75,60.0,19.0,73.0,44.75,25.75,19.0,84.94263465,923.0,1294.0,371.0,1111.1175,182.8825,1294.0,2.0,166.0,35.0,1.14,1.3,1.14,0.25,0.0,4.25,1.875,0.0,0.0,6.25,10.0,34.81,27.247500000000002,7.562500000000001,34.81,0.0,0.009006391385550955,43.87396507936509
mp-14142,8.64,8.0,43.0,87.0,74.6,14.88,87.0,32.249039999999994,54.8,1941.0,1886.2,559.616,605.7792,54.8,4.0,96.0,36.0,1.54,2.702,3.44,2.4,2.4,6.8,0.9600000000000002,1.6,0.0,2.8,2.0,16.69,11.593,2.9856000000000003,9.105,0.0,0.13759004001792,112.28089835164828
mp-568695,12.888888888888888,20.0,7.0,80.0,52.333333333333336,30.222222222222218,7.0,90.39966666666668,505.08,1115.0,609.9200000000001,738.1,251.26666666666665,505.08,2.0,153.0,15.333333333333334,1.0,1.55,1.0,0.6666666666666666,6.666666666666667,9.333333333333334,1.777777777777778,0.0,0.0,1.3333333333333333,0.0,37.77,30.183333333333334,7.125555555555555,19.495,0.0,0.03733983006155309,42.67944285714283
mp-27863,3.111111111111111,8.0,73.0,94.0,84.66666666666667,7.777777777777776,73.0,26.1446462,54.8,933.47,878.6700000000001,386.6233333333333,364.56444444444446,54.8,13.0,96.33333333333333,20.222222222222225,1.61,2.736666666666667,1.61,3.3333333333333335,0.0,5.333333333333333,1.5555555555555554,0.0,1.0,2.6666666666666665,1.0,24.4975,16.694166666666664,5.202222222222221,9.105,1.1079999999999999,0.11533669432422419,63.50262215096568
mp-1039434,10.0,12.0,68.0,70.0,68.33333333333333,0.5555555555555524,68.0,38.989333333333335,594.22,923.0,328.78,868.2033333333334,91.32777777777774,923.0,2.0,141.5,0.8333333333333334,1.31,1.3733333333333333,1.31,0.0,1.6666666666666667,3.6666666666666665,0.0,0.0,0.0,0.0,0.0,22.89,22.324166666666667,0.9430555555555559,22.89,0.0,0.00492446746155341,37.09383809523808
mp-567345,2.0,41.0,47.0,59.0,53.0,6.0,47.0,97.90594,2237.0,2750.0,513.0,2493.5,256.5,2237.0,5.0,153.0,11.0,1.6,1.94,1.6,0.0,6.0,7.0,0.0,4.0,3.0,5.0,3.0,18.18,15.91,2.2699999999999996,13.64,0.0,0.027292128841422764,219.19626934001667
mp-4897,9.875,46.0,11.0,80.0,53.75,21.375,62.0,94.12647799999999,505.08,1828.05,1322.97,1493.795,494.35749999999996,1828.05,3.0,146.75,11.625,1.36,1.9300000000000002,2.2,0.5,7.75,9.25,1.5,2.25,0.0,3.25,0.0,33.285,21.085,6.674999999999999,14.41,0.0,0.02738107750221369,109.03415714285718
mp-510076,22.24489795918367,37.0,4.0,87.0,38.0,34.0,4.0,115.36473178571428,54.8,1337.33,1282.53,641.6764285714286,496.89540816326536,312.46,1.0,168.0,52.0,0.82,1.8085714285714283,0.82,0.5714285714285714,3.5714285714285716,10.285714285714286,0.489795918367347,0.0,1.0,1.1428571428571428,1.0,90.7225,52.626250000000006,38.09625,90.7225,0.0,0.10770591124529492,19.870023809523808
mp-151,0.0,81.0,76.0,76.0,76.0,0.0,76.0,204.3833,577.0,577.0,0.0,577.0,0.0,577.0,13.0,145.0,0.0,1.62,1.62,1.62,1.0,10.0,27.0,0.0,0.0,5.0,5.0,5.0,26.91,26.91,0.0,26.91,0.0,0.0,29.358826190476208
mp-962068,15.111111111111109,12.0,7.0,80.0,51.666666666666664,29.777777777777782,7.0,61.031000000000006,505.08,1115.0,609.9200000000001,847.6933333333333,228.4088888888889,505.08,2.0,152.0,16.0,1.0,1.4233333333333331,1.0,0.6666666666666666,3.3333333333333335,6.0,1.777777777777778,0.0,0.0,1.3333333333333333,0.0,37.77,31.314999999999998,5.616666666666667,22.89,0.0,0.036640094321727455,39.30270000000001
mp-567666,17.839999999999996,56.0,9.0,86.0,39.0,36.0,9.0,126.99362,63.05,1000.0,936.95,721.49,334.212,1000.0,2.0,172.8,50.64,0.89,1.5459999999999998,0.89,1.2,2.0,8.0,1.44,0.0,0.0,1.2,0.0,63.59,47.697750000000006,19.0707,63.59,2.0598400000000003,0.12417229563958243,26.557299999999977
mp-4939,14.719999999999999,14.0,31.0,78.0,59.4,14.88,55.0,66.0722,1685.0,1811.0,126.0,1736.2,59.84000000000001,1687.0,3.0,135.6,22.559999999999995,1.22,1.736,1.83,0.8,2.4,7.2,1.9200000000000004,1.6,4.0,4.0,4.0,31.24,18.716,6.3888,10.73,0.37104,0.007968881784643852,139.16779047619045
mp-23485,7.102040816326533,53.0,65.0,96.0,83.57142857142857,14.204081632653061,96.0,131.99204,234.32,1234.93,1000.6100000000001,607.3685714285714,358.6065306122449,386.85,11.0,139.71428571428572,3.0204081632653095,1.93,2.357142857142857,2.66,2.857142857142857,10.0,16.571428571428573,0.489795918367347,0.0,0.0,0.8571428571428571,1.0,43.015,32.85108374384286,11.615904292751022,43.015,0.5201632653061224,0.02883720495754412,16.178576190476193
mp-1008786,20.0,12.0,68.0,90.0,79.0,11.0,68.0,75.9525,722.66,923.0,200.34000000000003,822.8299999999999,100.17000000000002,722.66,2.0,139.5,1.5,1.31,1.705,1.31,2.0,5.0,9.0,1.0,0.0,0.0,1.0,0.0,34.7633333333,28.82666666665,5.936666666649998,22.89,0.232,0.036115549585345214,34.59170952380954
mp-867182,13.875,62.0,23.0,69.0,43.75,20.75,23.0,139.57925,692.68,2739.0,2046.3200000000002,1530.42,604.2900000000001,1345.0,3.0,164.75,33.25,1.17,1.5474999999999999,1.17,0.0,4.25,12.75,0.0,0.75,0.0,4.75,8.0,33.23,23.6575,9.572499999999998,33.23,0.0,0.04066965689009157,85.72802857142857
mp-861738,29.333333333333332,12.0,7.0,81.0,52.0,30.0,7.0,90.52766666666666,600.61,1115.0,514.39,879.5366666666667,185.9511111111111,600.61,2.0,154.33333333333334,14.444444444444448,1.0,1.5466666666666669,1.0,0.6666666666666666,3.3333333333333335,10.666666666666666,1.777777777777778,0.0,0.0,1.3333333333333333,0.0,37.77,29.590000000000003,5.453333333333336,22.89,0.0,0.06779546439152209,46.28863809523808
mp-9490,14.875,16.0,3.0,88.0,71.25,20.1875,88.0,63.1068375,336.53,1234.93,898.4000000000001,657.9512500000001,349.9465625,388.36,1.0,131.5,26.5,0.82,2.13125,2.58,2.375,3.75,7.75,1.03125,0.0,1.0,1.75,2.0,73.1066666667,30.0592708333375,11.13703125000625,25.786875,1.101,0.06377442960486569,32.30981428571428
mp-675798,16.0,9.0,2.0,93.0,67.83333333333333,33.55555555555556,93.0,43.98561701333333,53.5,1747.0,1693.5,388.645,452.785,53.5,1.0,97.66666666666667,54.22222222222223,0.93,3.013333333333333,3.98,3.3333333333333335,0.0,7.0,0.4444444444444445,0.0,1.0,1.3333333333333333,1.0,30.7333333333,16.467777777766667,9.01370370368889,9.7075,0.8755555555555556,0.19520693597250915,61.14262380952381
mp-861937,11.5,56.0,9.0,84.0,42.0,33.0,9.0,136.63554225000001,1000.0,1337.33,337.3299999999999,1106.8325,115.24874999999997,1000.0,2.0,171.25,43.75,0.89,1.625,0.89,0.75,5.0,11.0,1.125,0.0,0.0,1.0,0.0,63.59,41.51375,22.07625,63.59,0.0,0.10624701714807025,34.43917142857146
mp-568018,6.222222222222221,51.0,4.0,85.0,58.0,36.0,85.0,109.6626,312.46,903.78,591.3199999999999,706.6733333333333,262.80888888888893,903.78,1.0,166.0,36.0,0.82,1.64,2.05,2.0,6.666666666666667,10.333333333333334,1.3333333333333333,0.0,1.0,2.3333333333333335,3.0,90.7225,51.280833333333334,26.29444444444444,31.56,0.0,0.06998303530070739,26.193699999999996
mp-864954,12.5,7.0,50.0,82.0,70.5,11.5,82.0,37.069599999999994,63.05,2896.0,2832.95,986.275,954.8625,63.05,2.0,109.25,38.25,1.31,2.3875,3.04,1.5,1.25,4.5,1.5,1.25,0.0,3.0,3.0,22.89,17.029375,2.9303125000000008,14.76875,3.2185,0.09817908167672834,169.26374523809534
mp-11301,8.444444444444445,48.0,33.0,70.0,57.666666666666664,16.444444444444446,70.0,129.91744,594.22,1747.0,1152.78,978.48,512.3466666666667,594.22,3.0,160.0,21.333333333333332,1.23,1.5366666666666664,1.69,0.0,6.666666666666667,12.333333333333334,0.0,0.0,0.0,1.0,0.0,30.7333333333,23.2411111111,4.994814814799999,19.495,0.0,0.011450032172087867,57.71207619047619
mp-866214,13.5,35.0,41.0,95.0,81.5,20.25,95.0,103.6697,265.8,1936.0,1670.2,683.35,626.325,265.8,3.0,136.75,25.125,1.27,2.5374999999999996,2.96,3.75,7.75,17.0,0.375,2.25,1.0,3.0,1.0,29.48,29.326249999999998,0.23062500000000163,29.48,0.546375,0.09568700499374143,6.622104761904763
mp-839,21.0,23.0,46.0,66.0,51.0,7.5,46.0,87.44776725,1337.33,2183.0,845.6700000000001,1971.5825,317.12625,2183.0,5.0,148.75,6.375,1.63,1.8575,1.63,0.0,4.75,10.0,0.0,5.25,1.0,5.5,7.0,16.7,13.932500000000001,1.3837500000000005,13.01,0.0,0.0350626266093023,179.1004285714286
mp-10214,4.166666666666667,45.0,12.0,79.0,46.666666666666664,23.11111111111111,59.0,93.19470000000001,1211.4,2237.0,1025.6,1920.0666666666666,316.93333333333334,2237.0,3.0,154.33333333333334,23.777777777777782,1.22,1.8816666666666666,2.28,0.3333333333333333,6.0,7.833333333333333,1.1111111111111112,4.0,3.0,5.166666666666667,3.0,32.365,21.4425,7.802499999999999,13.64,0.10638888888888888,0.05034669808870277,143.07020317460314
mp-28339,26.888888888888886,15.0,7.0,83.0,51.0,29.333333333333332,7.0,88.71192066666667,317.3,2041.4,1724.1000000000001,1157.8999999999999,589.0,317.3,2.0,139.66666666666666,24.222222222222218,1.0,1.8233333333333333,1.0,1.0,3.0,10.333333333333334,1.3333333333333333,0.3333333333333333,0.0,1.6666666666666667,0.0,37.77,25.12007936506667,8.43328042328889,15.02,0.7222222222222222,0.07069441855941584,82.39104761904757
mp-9985,13.111111111111109,5.0,47.0,72.0,60.0,8.666666666666666,47.0,54.136926666666675,1728.0,2750.0,1022.0,2275.3333333333335,364.88888888888886,1728.0,5.0,124.0,26.666666666666668,1.6,1.8499999999999999,1.6,0.3333333333333333,4.0,6.0,2.222222222222222,2.6666666666666665,2.0,4.666666666666667,2.0,18.18,11.890833333333333,4.192777777777778,7.1725,0.6773333333333333,0.008355797168954033,215.32234331662474
mp-546546,2.6666666666666665,8.0,78.0,87.0,84.0,4.0,87.0,20.0281,54.8,1687.0,1632.2,598.8666666666667,725.4222222222221,54.8,14.0,81.0,20.0,1.9,2.9266666666666663,3.44,3.3333333333333335,0.0,5.333333333333333,0.8888888888888888,0.0,2.0,2.6666666666666665,2.0,20.44,12.883333333333335,5.037777777777778,9.105,0.3435555555555556,0.09939509682146802,104.70749007567892
mp-1898,19.555555555555557,14.0,15.0,78.0,57.0,28.0,78.0,65.429,1071.0,1687.0,616.0,1481.6666666666667,273.77777777777777,1687.0,3.0,142.0,41.333333333333336,1.12,1.64,1.9,1.3333333333333333,0.3333333333333333,4.0,1.777777777777778,3.0,4.0,10.0,4.0,37.24,26.040000000000003,7.466666666666668,20.44,0.3435555555555556,0.03135502528714497,78.71391904761904
mp-684679,18.58171745152355,8.0,85.0,87.0,86.36842105263158,0.8642659279778407,87.0,49.39748421052632,54.8,903.78,848.98,322.89894736842103,366.872243767313,54.8,15.0,89.05263157894737,31.54570637119114,2.05,3.001052631578947,3.44,3.6842105263157894,3.1578947368421053,8.842105263157896,0.4321329639889197,0.0,2.0,2.3157894736842106,2.0,31.56,16.196052631578947,9.703545706371191,9.105,0.0,0.00848943157183929,98.19497142857146
mp-567504,2.625,17.0,49.0,94.0,82.75,16.875,94.0,39.588775,171.6,2180.0,2008.4,673.7,753.1500000000001,171.6,6.0,111.25,13.875,1.66,2.785,3.16,3.75,1.25,6.75,0.375,1.25,1.0,2.25,1.0,24.4975,21.170624999999998,4.9903125,24.4975,0.934875,0.08066572036295196,7.326871428571435
mp-16238,23.0,3.0,1.0,85.0,38.0,37.0,1.0,60.87755,453.69,1234.93,781.24,761.5225,307.83250000000004,453.69,1.0,135.0,7.0,0.98,1.4849999999999999,0.98,0.75,5.0,7.0,1.125,0.0,1.0,1.5,1.0,31.56,20.269166666649998,5.645416666675,16.5933333333,0.0,0.05658573262011646,55.33147142857142
mp-755225,4.764444444444445,3.0,1.0,87.0,38.266666666666666,39.75111111111111,1.0,16.183226666666666,54.8,2128.0,2073.2,405.7546666666667,280.76373333333333,453.69,1.0,106.33333333333333,32.266666666666666,0.98,1.9873333333333334,0.98,1.6,0.13333333333333333,3.2,0.9599999999999999,0.5333333333333333,1.0,1.8666666666666667,1.0,23.195,14.038111111093333,3.946488888874666,16.5933333333,0.0,0.18531969918023852,80.1943142857143
mp-755465,32.85950413223141,8.0,63.0,87.0,79.72727272727273,9.256198347107436,87.0,82.12216363636364,54.8,2041.4,1986.6000000000001,448.6400000000001,579.1854545454546,54.8,10.0,90.72727272727273,31.47107438016529,2.0,2.9672727272727273,3.44,2.5454545454545454,3.4545454545454546,12.909090909090908,0.9256198347107438,0.18181818181818182,0.0,1.6363636363636365,2.0,25.2375862069,13.11365203761818,5.101920775150413,9.105,0.0,0.009368065614716084,124.86115947712409
mp-557259,8.081632653061224,9.0,50.0,93.0,86.85714285714286,10.530612244897956,93.0,29.99291702857143,53.5,2896.0,2842.5,459.57142857142856,696.1224489795919,53.5,6.0,70.85714285714286,23.75510204081633,2.16,3.7199999999999998,3.98,4.285714285714286,0.7142857142857143,6.857142857142857,0.2448979591836735,0.7142857142857143,1.0,1.7142857142857142,1.0,15.69,10.562142857142858,1.4651020408163273,9.7075,0.4824489795918367,0.06895364479185032,25.230178571428567
mp-28006,2.530612244897959,29.0,7.0,84.0,61.57142857142857,15.59183673469388,64.0,63.443599999999996,1090.0,1357.77,267.77,1246.5828571428572,127.07102040816325,1357.77,2.0,134.57142857142858,11.83673469387756,1.0,1.8514285714285716,1.9,0.8571428571428571,8.571428571428571,10.857142857142858,1.2244897959183674,0.0,0.0,1.4285714285714286,1.0,37.77,18.057142857142857,7.98530612244898,11.07,0.0,0.030132058781099,83.2049650793651
mp-971662,0.0,14.0,78.0,78.0,78.0,0.0,78.0,28.0855,1687.0,1687.0,0.0,1687.0,0.0,1687.0,14.0,111.0,0.0,1.9,1.9,1.9,2.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,20.44,20.44,0.0,20.44,0.0,0.0,87.29351615051633
mp-162,0.0,70.0,39.0,39.0,39.0,0.0,39.0,173.054,1092.0,1092.0,0.0,1092.0,0.0,1092.0,3.0,187.0,0.0,1.26,1.26,1.26,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,34.12,34.12,0.0,34.12,0.0,0.0,15.424000000000007
mp-15695,18.666666666666668,33.0,12.0,84.0,53.0,27.333333333333332,12.0,119.63715,1090.0,2041.4,951.4000000000001,1643.4666666666665,368.9777777777779,1090.0,3.0,148.33333333333334,27.777777777777782,1.22,1.8933333333333333,1.22,1.0,6.666666666666667,14.0,1.3333333333333333,3.3333333333333335,2.0,4.666666666666667,2.0,32.365,23.186666666666667,6.11888888888889,15.02,0.0,0.05035302032188551,108.07361428571423
mp-569484,12.489795918367347,17.0,5.0,94.0,67.64285714285714,33.88775510204082,94.0,58.10909683571429,171.6,1941.0,1769.4,452.2264285714286,425.36387755102044,171.6,1.0,140.71428571428572,49.775510204081634,0.79,2.420714285714286,3.16,3.2142857142857144,0.2857142857142857,5.285714285714286,0.45918367346938777,1.1428571428571428,1.0,2.0,1.0,115.765,42.93946428571429,31.210943877551017,24.4975,1.1447448979591834,0.0160102651625688,14.774809523809525
mp-22894,3.0,47.0,65.0,96.0,80.5,15.5,65.0,117.386335,386.85,1234.93,848.08,810.8900000000001,424.04,386.85,11.0,142.0,3.0,1.93,2.295,1.93,2.5,10.0,14.0,0.5,0.0,1.0,1.0,1.0,43.015,29.6725,13.342500000000001,16.33,0.531,0.0311829663446013,20.495288095238095
mp-2551,10.833333333333334,27.0,31.0,58.0,53.5,7.5,58.0,76.19432916666666,1685.0,1768.0,83.0,1754.1666666666667,23.055555555555504,1768.0,3.0,137.0,18.333333333333332,1.22,1.7699999999999998,1.88,0.0,5.833333333333333,9.5,0.0,2.5,3.0,3.1666666666666665,3.0,31.24,13.744166666666665,5.831944444444443,10.245,0.0,0.014330542357807376,139.94094285714286
mp-867206,20.625,48.0,1.0,70.0,51.0,25.0,70.0,106.71175,453.69,2041.4,1587.71,920.8825,560.25875,594.22,1.0,138.0,6.0,0.98,1.6599999999999997,1.69,0.0,7.25,12.25,0.0,0.25,0.0,0.75,0.0,19.495,17.650833333325,1.844166666675001,19.495,0.0,0.04675623589457628,76.02597619047617
mp-9580,18.0,34.0,74.0,89.0,82.0,7.0,89.0,108.006575,302.91,577.0,274.09,466.9775,82.03374999999998,494.0,13.0,126.75,9.125,1.62,2.1325,2.55,2.5,10.0,18.0,1.5,0.0,2.0,3.5,2.0,26.91,24.401875,2.7721875000000002,25.92,0.3995,0.04086009239056518,28.97761428571429
mp-4291,11.84,28.0,33.0,79.0,62.6,13.12,61.0,85.519424,1211.4,1747.0,535.5999999999999,1525.16,251.00799999999995,1211.4,3.0,136.0,22.4,1.23,1.814,1.91,0.8,7.2,12.2,1.9200000000000004,0.8,2.0,3.0,2.0,30.7333333333,19.476666666659998,7.3253333333279995,10.32,0.18384,0.02042079074903387,113.37018095238088
