material_id,MagpieData minimum Number,MagpieData maximum Number,MagpieData mode Number,MagpieData maximum MendeleevNumber,MagpieData range MendeleevNumber,MagpieData mean MendeleevNumber,MagpieData avg_dev MendeleevNumber,MagpieData avg_dev AtomicWeight,MagpieData minimum MeltingT,MagpieData maximum MeltingT,MagpieData range MeltingT,MagpieData mean MeltingT,MagpieData avg_dev MeltingT,MagpieData mode MeltingT,MagpieData mean Column,MagpieData avg_dev Column,MagpieData avg_dev Row,MagpieData mode Row,MagpieData maximum CovalentRadius,MagpieData range CovalentRadius,MagpieData mean CovalentRadius,MagpieData mode CovalentRadius,MagpieData minimum Electronegativity,MagpieData range Electronegativity,MagpieData mean Electronegativity,MagpieData mode Electronegativity,MagpieData maximum NdValence,MagpieData mean NdValence,MagpieData avg_dev NdValence,MagpieData mean NValence,MagpieData avg_dev NValence,MagpieData mean NpUnfilled,MagpieData mean NdUnfilled,MagpieData minimum NUnfilled,MagpieData mean NUnfilled,MagpieData avg_dev NUnfilled,MagpieData mode NUnfilled,MagpieData maximum GSvolume_pa,MagpieData mean GSvolume_pa,MagpieData avg_dev GSvolume_pa,MagpieData mode GSvolume_pa,MagpieData mean GSbandgap,MagpieData mean SpaceGroupNumber,std_dev oxidation state,elasticity.G_VRH predicted
mp-557668,9.0,78.0,9.0,93.0,41.0,84.125,13.3125,39.754732237499994,53.5,2041.4,1987.9,485.175,647.5125,53.5,14.875,3.1875,1.125,2.0,139.0,82.0,77.125,57.0,1.55,2.4299999999999997,3.46375,3.98,9.0,1.75,2.625,9.125,3.71875,0.75,0.75,1.0,1.625,0.9375,1.0,15.02,10.469073275862499,1.1423599137937497,9.7075,1.4775,66.5,2.8284271247461903,27.322712310180194
mp-7463,15.0,29.0,29.0,83.0,19.0,68.75,7.125,12.21458925,317.3,1357.77,1040.47,1097.6525,390.17625000000004,1357.77,12.0,1.5,0.375,4.0,132.0,25.0,125.75,132.0,1.9,0.29000000000000004,1.9724999999999997,1.9,10.0,7.5,3.75,9.5,2.25,0.75,0.0,1.0,1.5,0.75,1.0,22.5702380952,13.945059523800001,4.3125892857000006,11.07,0.40625,169.25,2.8284271247461903,39.043891684484244
mp-4541,8.0,29.0,8.0,87.0,85.0,60.0,29.0,16.95617884,54.8,1357.77,1302.97,459.55999999999995,449.10499999999996,54.8,11.0,5.0,0.75,2.0,166.0,100.0,107.5,66.0,0.93,2.51,2.4275,3.44,10.0,2.5,3.75,6.0,2.5,1.0,0.0,1.0,1.5,0.5,2.0,29.2433333333,14.630833333325,7.3062499999875,9.105,0.0,119.5,2.6832815729997477,33.003233869750616
mp-6654,3.0,55.0,9.0,93.0,92.0,64.3,36.379999999999995,39.71886138,53.5,453.69,400.19,168.078,137.49360000000001,53.5,11.8,6.480000000000001,1.4,2.0,244.0,187.0,108.0,57.0,0.79,3.19,2.825,3.98,10.0,1.0,1.8,5.8,2.88,1.1,0.0,1.0,1.4,0.72,1.0,115.765,32.52258333333,33.296966666668006,9.7075,1.182,84.1,1.7616606585441106,17.530039229972985
mvc-11229,8.0,39.0,8.0,87.0,75.0,65.6,25.68,27.060492,54.8,1811.0,1756.2,754.88,840.0959999999999,54.8,11.8,5.04,1.2,2.0,190.0,124.0,104.0,66.0,1.22,2.2199999999999998,2.6740000000000004,3.44,6.0,1.4,1.8399999999999999,5.8,1.12,1.2,2.6,2.0,3.8,2.16,2.0,32.365,14.081999999999999,7.313199999999999,9.105,0.0,91.8,3.2732683535398857,69.5206350704449
mp-2194,22.0,34.0,34.0,89.0,46.0,73.66666666666667,20.444444444444443,13.819111111111111,494.0,1941.0,1447.0,976.3333333333334,643.1111111111112,494.0,12.0,5.333333333333333,0.0,4.0,160.0,40.0,133.33333333333334,120.0,1.54,1.0099999999999998,2.2133333333333334,2.55,10.0,7.333333333333333,3.555555555555556,12.0,5.333333333333333,1.3333333333333333,2.6666666666666665,2.0,4.0,2.6666666666666665,2.0,25.92,22.843333333333334,4.102222222222223,25.92,0.5326666666666667,74.0,4.242640687119285,20.824794707596627
mp-7882,47.0,56.0,47.0,80.0,71.0,59.8,20.32,8.182783999999998,505.08,1234.93,729.8500000000001,896.0040000000001,312.7392,505.08,10.4,3.3599999999999994,0.3200000000000001,5.0,215.0,76.0,156.6,139.0,0.89,1.0699999999999998,1.734,1.93,10.0,8.0,3.2,10.4,3.3599999999999994,1.6,0.0,0.0,2.0,1.6,1.0,63.59,32.564,12.987200000000001,16.33,0.0,192.2,0.0,22.832925568352522
mp-8932,14.0,55.0,15.0,83.0,78.0,50.8,36.64,49.389333072,301.59,1687.0,1385.41,584.9559999999999,440.81759999999997,301.59,9.2,6.56,1.44,3.0,244.0,137.0,162.6,107.0,0.79,1.4,1.5719999999999998,0.79,0.0,0.0,0.0,3.2,1.7600000000000002,2.0,0.0,1.0,2.4,1.12,1.0,115.765,59.42209523808,45.074323809536,22.5702380952,0.8046,137.8,3.80058475033046,12.010822270754288
mp-31383,27.0,83.0,72.0,86.0,41.0,55.55555555555556,14.074074074074074,25.121857777777773,544.4,2506.0,1961.6,1988.0888888888887,690.5481481481482,2506.0,7.0,4.0,0.3950617283950618,6.0,175.0,49.0,163.55555555555554,175.0,1.3,0.72,1.5244444444444443,1.3,10.0,4.333333333333333,3.111111111111111,19.444444444444443,4.246913580246913,0.6666666666666666,5.666666666666667,3.0,6.333333333333333,2.2222222222222223,8.0,32.95,23.260555555555555,4.306419753086421,22.2,0.0,153.55555555555554,0.0,63.139018467082515
mp-594,16.0,28.0,16.0,88.0,27.0,74.5,13.5,13.3142,388.36,1728.0,1339.6399999999999,1058.18,669.8199999999999,388.36,13.0,3.0,0.5,3.0,124.0,19.0,114.5,105.0,1.91,0.6700000000000002,2.245,1.91,8.0,4.0,4.0,8.0,2.0,1.0,1.0,2.0,2.0,0.0,2.0,25.786875,18.0534375,7.733437499999999,10.32,1.101,147.5,2.8284271247461903,52.12443395050971
mp-862655,44.0,74.0,44.0,56.0,5.0,54.75,1.875,31.03875,2607.0,3695.0,1088.0,2879.0,408.0,2607.0,7.5,0.75,0.375,5.0,162.0,16.0,150.0,146.0,2.2,0.1599999999999997,2.24,2.2,7.0,6.25,1.125,11.0,4.5,0.0,3.75,4.0,4.5,0.75,4.0,16.05,14.145,0.9525000000000001,13.51,0.0,202.75,0.0,153.1962912641744
mp-23195,8.0,83.0,8.0,87.0,1.0,86.6,0.48000000000000115,92.63088,54.8,544.4,489.59999999999997,250.63999999999996,235.00799999999998,54.8,15.6,0.4800000000000001,1.9200000000000004,2.0,148.0,82.0,98.8,66.0,2.02,1.42,2.872,3.44,10.0,4.0,4.8,15.2,11.040000000000001,2.4,0.0,2.0,2.4,0.48,2.0,32.95,18.643,11.445600000000002,9.105,0.0,12.0,3.5355339059327378,30.23004687849131
mvc-15861,9.0,74.0,9.0,93.0,42.0,84.625,12.5625,35.89326815,53.5,3695.0,3641.5,617.375,845.8125,53.5,13.75,4.875,0.9375,2.0,162.0,105.0,80.625,57.0,1.31,2.67,3.4437499999999996,3.98,4.0,0.5,0.875,8.0,3.0,0.75,0.75,0.0,1.5,1.125,1.0,22.89,12.148125,3.6609375000000006,9.7075,1.4775,64.125,2.8284271247461903,29.47015433418292
mp-28006,20.0,33.0,29.0,84.0,77.0,61.57142857142857,15.59183673469388,6.675885714285715,1090.0,1357.77,267.77,1246.5828571428572,127.07102040816325,1357.77,10.857142857142858,2.530612244897959,0.0,4.0,176.0,57.0,134.57142857142858,132.0,1.0,1.1800000000000002,1.8514285714285716,1.9,10.0,8.571428571428571,2.448979591836735,10.857142857142858,2.530612244897959,0.8571428571428571,0.0,0.0,1.4285714285714286,0.8979591836734695,1.0,37.77,18.057142857142857,7.98530612244898,11.07,0.0,208.14285714285714,2.5495097567963922,31.625120743262123
mp-1018009,3.0,14.0,3.0,78.0,77.0,37.0,36.0,9.627125,453.69,1687.0,1233.31,879.345,425.655,453.69,4.5,4.75,0.5,2.0,141.0,30.0,127.0,128.0,0.98,0.9199999999999999,1.2925,0.98,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.5,1.25,1.0,22.89,19.12916666665,2.535833333350001,16.5933333333,0.19325,219.75,2.9664793948382653,30.893018578712276
mp-576,5.0,6.0,5.0,77.0,5.0,72.66666666666667,1.155555555555559,0.2772639999999999,2348.0,3823.0,1475.0,2544.6666666666665,340.8888888888888,2348.0,13.133333333333333,0.23111111111111077,0.0,2.0,84.0,8.0,82.93333333333334,84.0,2.04,0.5099999999999998,2.1079999999999997,2.04,0.0,0.0,0.0,3.1333333333333333,0.2311111111111111,4.866666666666666,0.0,4.0,4.866666666666666,0.2311111111111114,5.0,7.1725,6.968166666666667,0.354177777777778,7.1725,1.9202666666666668,169.73333333333332,0.0,171.6591005496564
mp-24723,1.0,73.0,1.0,92.0,44.0,77.33333333333333,19.555555555555557,79.97330666666666,14.01,3290.0,3275.99,1106.0066666666667,1455.9955555555555,14.01,2.3333333333333335,1.777777777777778,2.222222222222222,1.0,170.0,139.0,77.33333333333333,31.0,1.5,0.7000000000000002,1.9666666666666668,2.2,3.0,1.0,1.3333333333333333,7.0,8.0,0.0,2.3333333333333335,1.0,3.0,2.6666666666666665,1.0,18.12,10.450000000000001,5.113333333333334,6.615,5.235333333333333,205.66666666666666,0.0,72.19469424670248
mp-19962,50.0,78.0,50.0,80.0,17.0,74.33333333333333,7.555555555555557,33.94400000000001,505.08,2041.4,1536.3200000000002,1017.1866666666666,682.8088888888889,505.08,12.666666666666666,1.777777777777778,0.44444444444444436,5.0,139.0,3.0,138.0,139.0,1.96,0.31999999999999984,2.0666666666666664,1.96,10.0,9.666666666666666,0.44444444444444464,17.333333333333332,4.444444444444444,2.6666666666666665,0.3333333333333333,2.0,3.3333333333333335,0.8888888888888888,4.0,33.285,27.196666666666662,8.117777777777777,33.285,0.0,169.0,0.0,27.911684790628048
mp-754010,8.0,30.0,8.0,87.0,23.0,76.33333333333333,10.666666666666666,24.078966666666663,54.8,1357.77,1302.97,595.4366666666666,540.6366666666667,54.8,13.666666666666666,2.3333333333333335,1.0,2.0,132.0,66.0,97.33333333333333,66.0,1.65,1.79,2.6283333333333334,3.44,10.0,5.0,5.0,8.666666666666666,2.6666666666666665,1.0,0.0,0.0,1.3333333333333333,0.6666666666666666,2.0,13.96,10.569166666666668,1.4641666666666666,9.105,0.0,113.33333333333333,2.5584085962673253,40.10929012574156
mp-2658,13.0,26.0,13.0,73.0,18.0,64.0,9.0,14.4317307,933.47,1811.0,877.53,1372.2350000000001,438.765,933.47,10.5,2.5,0.5,3.0,132.0,11.0,126.5,121.0,1.61,0.21999999999999997,1.7200000000000002,1.61,6.0,3.0,3.0,5.5,2.5,2.5,2.0,4.0,4.5,0.5,4.0,16.48,13.605,2.875,10.73,0.0,227.0,0.0,96.4626318659595
mp-999188,28.0,41.0,28.0,61.0,14.0,57.5,5.25,12.829867500000002,1728.0,2750.0,1022.0,1983.5,383.25,1728.0,8.75,1.875,0.375,4.0,164.0,40.0,134.0,124.0,1.6,0.30999999999999983,1.8325,1.91,8.0,7.0,1.5,8.75,1.875,0.0,3.0,2.0,3.25,1.875,2.0,18.18,12.285,2.9475,10.32,0.0,226.0,0.0,86.71462128339628
mp-980200,30.0,45.0,30.0,69.0,10.0,66.5,3.75,14.072062500000005,692.68,2237.0,1544.3200000000002,1078.76,579.1200000000001,692.68,11.25,1.125,0.375,4.0,142.0,20.0,127.0,122.0,1.65,0.6299999999999999,1.8074999999999997,1.65,10.0,9.5,0.75,11.25,1.125,0.0,0.5,0.0,0.75,1.125,0.0,13.96,13.88,0.1200000000000001,13.96,0.0,201.75,0.0,51.01772726037641
mp-2294,13.0,77.0,13.0,73.0,13.0,69.75,4.875,61.96329802500001,933.47,2739.0,1805.53,1384.8525,677.07375,933.47,12.0,1.5,1.125,3.0,141.0,20.0,126.0,121.0,1.61,0.5900000000000001,1.7575,1.61,7.0,1.75,2.625,8.0,7.5,3.75,0.75,3.0,4.5,0.75,5.0,16.48,15.9125,0.8512500000000003,16.48,0.0,225.0,0.0,84.24429598680862
mp-755013,3.0,73.0,3.0,87.0,86.0,44.36363636363637,39.421487603305785,28.01283966942149,54.8,3290.0,3235.2,530.2227272727273,501.7776859504133,54.8,8.181818181818182,7.107438016528926,0.6611570247933884,2.0,170.0,104.0,103.63636363636364,66.0,0.98,2.46,2.1454545454545455,0.98,3.0,0.2727272727272727,0.4958677685950413,4.909090909090909,3.553719008264463,0.9090909090909091,0.6363636363636364,1.0,2.0,0.9090909090909091,1.0,18.12,13.328333333318183,3.8393939393801646,9.105,0.0,130.36363636363637,2.8030595529069404,55.98655079872888
mp-981312,29.0,80.0,29.0,71.0,27.0,60.75,8.375,47.93175,234.32,2128.0,1893.68,1269.465,517.5725,1357.77,9.5,2.75,0.75,4.0,175.0,43.0,142.75,132.0,1.33,0.6699999999999999,1.7825,1.9,10.0,8.0,3.0,13.0,6.5,0.0,2.0,0.0,2.5,2.75,1.0,25.2375862069,17.643146551725,6.573146551725,11.07,0.0,202.5,0.0,29.44338989168811
mp-865432,28.0,77.0,39.0,61.0,49.0,36.25,24.25,42.518237500000005,1728.0,2739.0,1011.0,2016.25,361.375,1799.0,6.25,3.25,0.5,5.0,190.0,66.0,161.25,190.0,1.22,0.9800000000000002,1.6375,1.22,8.0,4.25,3.25,9.75,6.75,0.0,5.75,2.0,5.75,3.25,9.0,32.365,22.315000000000005,10.05,32.365,0.0,209.5,0.0,38.20182616039677
mp-4876,34.0,81.0,34.0,89.0,13.0,82.85714285714286,5.877551020408163,56.19100408163265,494.0,903.78,409.78,588.1114285714285,90.19102040816323,494.0,14.571428571428571,1.346938775510204,0.8571428571428571,4.0,145.0,25.0,133.42857142857142,120.0,1.62,0.9299999999999997,2.0799999999999996,1.62,10.0,10.0,0.0,20.571428571428573,5.5102040816326525,3.4285714285714284,0.0,2.0,3.4285714285714284,1.346938775510204,2.0,31.56,27.150000000000002,1.2600000000000005,25.92,0.34242857142857147,112.85714285714286,2.3664319132398464,10.35368038003859
mp-11266,48.0,56.0,48.0,70.0,61.0,49.666666666666664,27.111111111111114,11.073777777777778,594.22,1000.0,405.78,729.48,180.34666666666666,594.22,8.666666666666666,4.444444444444445,0.44444444444444436,5.0,215.0,71.0,167.66666666666666,144.0,0.89,0.7999999999999999,1.4233333333333331,1.69,10.0,6.666666666666667,4.444444444444444,8.666666666666666,4.444444444444445,0.0,0.0,0.0,0.0,0.0,0.0,63.59,34.193333333333335,19.59777777777778,19.495,0.0,205.66666666666666,0.0,13.20471919797087
mp-2221,40.0,47.0,40.0,65.0,21.0,51.0,9.333333333333334,7.397422222222218,1234.93,2128.0,893.0699999999999,1830.3100000000002,396.9199999999999,2128.0,6.333333333333333,3.1111111111111107,0.0,5.0,175.0,30.0,165.0,175.0,1.33,0.5999999999999999,1.53,1.33,10.0,4.666666666666667,3.555555555555556,6.333333333333333,3.1111111111111107,0.0,5.333333333333333,1.0,5.666666666666667,3.1111111111111107,8.0,23.195,20.906666666666666,3.051111111111112,23.195,0.0,204.33333333333334,0.0,37.24752341507891
mp-505820,15.0,28.0,15.0,88.0,27.0,77.33333333333333,10.888888888888891,12.077341777777775,317.3,1728.0,1410.7,811.2199999999999,611.1866666666666,317.3,13.666666666666666,2.4444444444444446,0.4444444444444445,3.0,124.0,19.0,112.0,105.0,1.91,0.6700000000000002,2.2266666666666666,1.91,8.0,2.6666666666666665,3.5555555555555554,7.0,2.0,1.6666666666666667,0.6666666666666666,2.0,2.3333333333333335,0.4444444444444445,2.0,25.786875,19.5590376984,6.1593584655999996,10.32,1.2756666666666667,99.0,2.6457513110645907,51.80999905470418
mp-865792,4.0,28.0,28.0,78.0,17.0,66.75,5.75,20.0722795,1560.0,1728.0,168.0,1675.75,57.875,1728.0,9.0,3.5,0.75,4.0,124.0,28.0,113.75,124.0,1.57,0.33999999999999986,1.8224999999999998,1.91,8.0,4.0,4.0,6.5,3.5,1.0,1.0,0.0,2.0,1.0,2.0,20.44,12.2425,4.09875,10.32,0.19325,217.75,2.9664793948382653,80.50108406901087
mp-8224,9.0,50.0,9.0,93.0,86.0,80.625,18.5625,22.6483488,53.5,1115.0,1061.5,242.635,283.7025,53.5,14.75,3.375,0.9375,2.0,176.0,119.0,82.125,57.0,1.0,2.98,3.355,3.98,10.0,1.25,2.1875,7.25,1.6875,1.25,0.0,0.0,1.25,0.6875,1.0,37.77,16.1625,9.682500000000001,9.7075,1.4775,57.0,2.8284271247461903,18.782312247452285
mp-6919,21.0,79.0,21.0,80.0,69.0,52.333333333333336,27.555555555555554,51.17049466666666,505.08,1814.0,1308.92,1218.8033333333333,475.8155555555556,505.08,9.333333333333334,4.222222222222222,0.6666666666666666,4.0,170.0,34.0,148.33333333333334,136.0,1.36,1.18,1.9533333333333334,1.36,10.0,7.0,4.0,14.0,7.333333333333333,1.3333333333333333,3.0,1.0,4.666666666666667,2.8888888888888893,1.0,33.285,24.073333333333334,6.141111111111111,16.7,0.0,186.66666666666666,0.0,42.41555253649338
mp-625487,1.0,30.0,1.0,92.0,23.0,85.4,6.559999999999997,18.2004256,14.01,692.68,678.67,166.06,210.648,14.01,9.2,6.56,0.8,1.0,122.0,91.0,63.2,31.0,1.65,1.79,2.586,2.2,10.0,2.0,3.2,5.2,3.3599999999999994,0.8,0.0,0.0,1.2,0.64,1.0,13.96,9.080000000000002,1.972,6.615,3.1412,121.2,2.091650066335189,30.5569950484145
mp-1003485,8.0,25.0,8.0,87.0,35.0,74.0,14.181818181818182,14.623039338842979,54.8,1519.0,1464.2,611.9818181818182,607.8347107438017,54.8,11.0,5.454545454545454,0.793388429752066,2.0,141.0,75.0,99.54545454545455,66.0,1.31,2.13,2.537272727272727,3.44,5.0,1.3636363636363635,1.9834710743801656,5.545454545454546,1.2892561983471071,1.0909090909090908,1.3636363636363635,0.0,2.4545454545454546,1.3884297520661157,2.0,22.89,11.988432601881819,3.96420632658843,9.105,0.0,101.0,2.8469743865891624,61.054959179144916
mp-756134,8.0,40.0,8.0,89.0,45.0,73.33333333333333,19.555555555555557,30.70782222222222,54.8,2128.0,2073.2,892.2666666666668,823.8222222222222,54.8,12.0,5.333333333333333,1.1111111111111112,2.0,175.0,109.0,120.33333333333333,66.0,1.33,2.11,2.44,1.33,10.0,4.0,4.0,8.666666666666666,4.888888888888888,1.3333333333333333,2.6666666666666665,2.0,4.0,2.6666666666666665,2.0,25.92,19.406666666666666,6.867777777777778,9.105,0.26633333333333337,73.33333333333333,3.4641016151377544,47.99661647569346
mp-2293,25.0,34.0,25.0,89.0,37.0,70.5,18.5,12.010977499999996,494.0,1519.0,1025.0,1006.5,512.5,494.0,11.5,4.5,0.0,4.0,139.0,19.0,129.5,120.0,1.55,0.9999999999999998,2.05,1.55,10.0,7.5,2.5,11.5,4.5,1.0,2.5,2.0,3.5,1.5,2.0,25.92,18.20379310345,7.716206896550001,10.4875862069,0.3995,115.5,2.8284271247461903,25.336769731552774
mp-530274,5.0,13.0,5.0,73.0,1.0,72.31506849315069,0.4316006755488854,6.979215383749296,933.47,2348.0,1414.53,1902.3261643835617,610.5121035841621,2348.0,13.0,0.0,0.4316006755488835,2.0,121.0,37.0,95.65753424657534,84.0,1.61,0.42999999999999994,1.9045205479452054,2.04,0.0,0.0,0.0,3.0,0.0,5.0,0.0,5.0,5.0,0.0,5.0,16.48,10.104999999999999,4.017123287671232,7.1725,1.0438356164383562,184.58904109589042,2.8284271247461903,125.01598295172138
mp-23289,17.0,19.0,17.0,94.0,91.0,48.5,45.5,1.8226499999999994,171.6,336.53,164.92999999999998,254.065,82.46499999999999,171.6,9.0,8.0,0.5,3.0,203.0,101.0,152.5,102.0,0.82,2.3400000000000003,1.99,0.82,0.0,0.0,0.0,4.0,3.0,0.5,0.0,1.0,1.0,0.0,1.0,73.1066666667,48.80208333335,24.304583333349996,24.4975,1.2465,146.5,1.4142135623730951,8.809951104018337
mp-3740,22.0,50.0,28.0,80.0,37.0,61.25,9.375,23.859524999999998,505.08,1941.0,1435.92,1475.52,485.22,1728.0,9.5,2.75,0.375,4.0,160.0,36.0,136.75,124.0,1.54,0.41999999999999993,1.8299999999999998,1.91,10.0,7.0,2.5,9.5,2.75,1.0,3.0,2.0,4.0,2.0,2.0,33.285,17.65375,7.815624999999998,10.32,0.0,196.25,0.0,53.564026790766974
mp-493,5.0,27.0,27.0,72.0,14.0,62.666666666666664,6.222222222222221,21.387642222222222,1768.0,2348.0,580.0,1961.3333333333333,257.77777777777777,1768.0,10.333333333333334,1.777777777777778,0.8888888888888888,4.0,126.0,42.0,112.0,126.0,1.88,0.16000000000000014,1.9333333333333333,1.88,7.0,4.666666666666667,3.1111111111111107,7.0,2.6666666666666665,1.6666666666666667,2.0,3.0,3.6666666666666665,0.8888888888888888,3.0,10.245,9.220833333333333,1.365555555555555,10.245,0.508,184.66666666666666,2.6457513110645907,115.1740579717548
mp-556417,9.0,37.0,9.0,93.0,89.0,69.66666666666667,31.11111111111111,25.57537635555555,53.5,1728.0,1674.5,297.1022222222222,324.80296296296297,53.5,12.666666666666666,5.777777777777778,1.1851851851851853,2.0,220.0,163.0,100.66666666666667,57.0,0.82,3.16,3.0477777777777777,3.98,8.0,0.8888888888888888,1.5802469135802468,6.0,2.2222222222222223,0.6666666666666666,0.2222222222222222,1.0,1.1111111111111112,0.1975308641975309,1.0,90.7225,27.778888888888886,27.974938271604934,9.7075,1.3133333333333335,85.88888888888889,2.32379000772445,13.736847267119696
mp-36248,1.0,35.0,1.0,95.0,13.0,90.83333333333333,2.9444444444444478,21.19341888888889,14.01,265.8,251.79000000000002,64.14833333333334,67.21722222222223,14.01,6.0,6.666666666666667,0.8888888888888888,1.0,120.0,89.0,52.5,31.0,2.2,0.8399999999999999,2.466666666666667,2.2,10.0,1.6666666666666667,2.777777777777778,4.333333333333333,4.444444444444445,0.6666666666666666,0.0,1.0,1.3333333333333333,0.5555555555555555,1.0,29.48,11.784791666666665,6.893055555555555,6.615,6.550999999999999,172.33333333333334,2.1602468994692865,4.136197814055892
mp-1253,34.0,56.0,34.0,89.0,80.0,49.0,40.0,29.183500000000002,494.0,1000.0,506.0,747.0,253.0,494.0,9.0,7.0,1.0,4.0,215.0,95.0,167.5,120.0,0.89,1.6599999999999997,1.72,0.89,10.0,5.0,5.0,9.0,7.0,1.0,0.0,0.0,1.0,1.0,0.0,63.59,44.755,18.835,25.92,0.3995,121.5,2.8284271247461903,17.47214583658548
mp-20147,15.0,40.0,15.0,83.0,39.0,59.666666666666664,15.555555555555555,21.452487333333334,317.3,2128.0,1810.7,1321.4333333333334,669.4222222222222,317.3,8.666666666666666,4.222222222222222,0.6666666666666666,3.0,175.0,68.0,140.33333333333334,107.0,1.33,0.8599999999999999,1.6900000000000002,1.33,5.0,2.3333333333333335,1.777777777777778,5.333333333333333,1.111111111111111,1.0,4.333333333333333,3.0,5.333333333333333,1.7777777777777777,3.0,23.195,18.750941434033333,5.508903484755557,10.4875862069,0.5416666666666666,137.66666666666666,0.0,100.26360601990541
mp-570769,20.0,49.0,29.0,75.0,68.0,56.333333333333336,16.444444444444443,15.546000000000005,429.75,1357.77,928.02,1162.6383333333333,260.17555555555555,1357.77,9.833333333333334,2.6111111111111107,0.27777777777777796,4.0,176.0,44.0,141.0,132.0,1.0,0.8999999999999999,1.7299999999999998,1.9,10.0,8.333333333333334,2.7777777777777772,9.833333333333334,2.6111111111111107,0.8333333333333334,0.0,0.0,1.5,1.1666666666666667,1.0,37.77,17.718333333333334,8.864444444444445,11.07,0.0,210.66666666666666,0.0,29.37922822271972
mp-4889,32.0,45.0,32.0,79.0,67.0,57.6,18.240000000000002,12.287496,1211.4,2237.0,1025.6,1739.1599999999999,422.20799999999997,1211.4,9.8,3.3600000000000003,0.4800000000000001,4.0,190.0,70.0,142.8,120.0,1.22,1.0599999999999998,1.9599999999999997,2.01,10.0,7.4,2.5599999999999996,9.8,3.3600000000000003,1.6,2.6,3.0,4.6,1.7599999999999998,3.0,32.365,21.131,5.9928,13.64,0.1532,218.8,0.0,67.64342471527213
mp-5427,8.0,15.0,8.0,87.0,19.0,82.81818181818181,5.388429752066119,5.3870986446281,54.8,923.0,868.2,260.3818181818182,261.6495867768595,54.8,13.272727272727273,4.099173553719008,0.46280991735537197,2.0,141.0,75.0,87.0909090909091,66.0,1.31,2.13,2.825454545454545,3.44,0.0,0.0,0.0,5.090909090909091,1.1570247933884297,1.8181818181818181,0.0,0.0,1.8181818181818181,0.6611570247933884,2.0,22.89,14.059588744581818,6.30584022037686,9.105,0.29545454545454547,43.27272727272727,3.8446391248074248,56.313125485345076
mp-569526,17.0,37.0,17.0,94.0,90.0,70.0,28.8,18.745872,171.6,1357.77,1186.17,437.006,368.30559999999997,171.6,12.6,5.279999999999999,0.72,3.0,220.0,118.0,131.6,102.0,0.82,2.3400000000000003,2.44,3.16,10.0,2.0,3.2,6.6,2.24,0.6,0.0,1.0,1.0,0.0,1.0,90.7225,35.056999999999995,22.266199999999998,24.4975,1.4957999999999998,129.2,1.6903085094570331,8.962449949074752
mp-5549,12.0,79.0,12.0,80.0,14.0,71.33333333333333,5.777777777777776,59.34812644444444,505.08,1337.33,832.25,921.8033333333333,277.8155555555556,505.08,9.0,4.666666666666667,1.111111111111111,3.0,141.0,5.0,138.66666666666666,136.0,1.31,1.23,1.9366666666666668,1.31,10.0,6.666666666666667,4.444444444444444,13.666666666666666,7.777777777777779,1.3333333333333333,0.0,0.0,1.6666666666666667,1.5555555555555556,0.0,33.285,24.291666666666668,5.995555555555555,16.7,0.0,186.66666666666666,0.0,23.52009182605528
mp-16481,13.0,79.0,13.0,73.0,30.0,60.666666666666664,11.777777777777779,70.90768875555555,933.47,1941.0,1007.53,1403.9333333333334,358.0444444444445,933.47,9.333333333333334,3.5555555555555554,1.111111111111111,3.0,160.0,39.0,139.0,121.0,1.54,1.0,1.8966666666666667,1.54,10.0,4.0,4.0,10.666666666666666,9.555555555555555,1.6666666666666667,2.6666666666666665,1.0,4.666666666666667,2.444444444444444,1.0,16.7,16.623333333333335,0.0955555555555551,16.48,0.0,214.66666666666666,0.0,45.59485446764965
mp-568711,23.0,46.0,46.0,62.0,16.0,58.0,6.0,20.8044375,1828.05,2183.0,354.95000000000005,1916.7875,133.10625,1828.05,8.75,1.875,0.375,5.0,153.0,14.0,142.5,139.0,1.63,0.5700000000000003,2.0575,2.2,10.0,8.25,2.625,8.75,1.875,0.0,1.75,0.0,1.75,2.625,0.0,14.41,14.06,0.5249999999999999,14.41,0.0,226.0,0.0,78.976192502643
mp-27438,52.0,83.0,52.0,90.0,14.0,85.5,4.75,39.540925,544.4,722.66,178.26,641.6800000000001,80.97999999999999,722.66,15.0,1.0,0.5,5.0,148.0,10.0,142.25,138.0,1.62,0.48,1.96,2.1,10.0,10.0,0.0,22.0,6.0,3.0,0.0,2.0,3.0,1.0,2.0,34.7633333333,32.346666666649995,2.7183333333250017,34.7633333333,0.232,127.5,2.6832815729997477,11.993963809005452
mp-865594,29.0,77.0,39.0,64.0,52.0,37.0,25.0,41.911662500000006,1357.77,2739.0,1381.23,1923.6925,407.65375000000006,1799.0,6.5,3.5,0.5,5.0,190.0,58.0,163.25,190.0,1.22,0.9800000000000002,1.635,1.22,10.0,4.75,3.75,10.0,7.0,0.0,5.25,1.0,5.5,3.5,9.0,32.365,22.502500000000005,9.8625,32.365,0.0,209.5,0.0,35.94206429914702
